method,stress,max_h,h,iou,boundary_f,jf,ops,vanish,hallucination,split,mce,uncertainty,confidence,uec,ece_iou50,n_rows,n_samples
safeobj_det,clean,5,3,0.3603562512545227,0.2899843119942731,0.3251702816243978,0.8483033932135728,0.0641573994867408,0.0051325919589392,0.1112061591103507,0.0039096493535706,0.0,0.981887680480784,,0.6839122266078695,3507,3507
safeobj_det,clean,5,4,0.3435783587348278,0.2744553640687545,0.3090168614017912,0.8431708012546336,0.0601653835186769,0.0065583119475335,0.1231822070145423,0.0039096493535706,0.0,0.980456538916926,,0.7118508358235572,3507,3507
safeobj_det,clean,5,5,0.3281870485034333,0.2612217113845248,0.294704379943979,0.8343313373253493,0.0627316794981465,0.0079840319361277,0.1220416310236669,0.0039096493535706,0.0,0.978955615168458,,0.7334466756053007,3507,3507
safeobj_det,frame_drop,5,all,0.3616993568454007,0.2920909833063453,0.326895170075873,0.848018249215854,0.0655260906757912,0.0051325919589392,0.1218135158254918,0.0040835349628544,0.0,0.9818327045386288,,0.6709687106997532,17535,3507
safeobj_det,frame_drop,5,1,0.3948063811638169,0.3237317472812322,0.3592690642225246,0.8625605930995153,0.0650128314798973,0.0022811519817507,0.1171941830624465,0.0040835349628544,0.0,0.984568514917731,,0.6036161892020468,3507,3507
safeobj_det,frame_drop,5,2,0.3780913826850866,0.3070064395923381,0.3425489111387123,0.8548617051611064,0.06928999144568,0.003706871970345,0.1132021670943826,0.0040835349628544,0.0,0.9832219930330096,,0.6433303372996603,3507,3507
safeobj_det,frame_drop,5,3,0.3608562122256057,0.2913365029959721,0.3260963576107888,0.8465925292272598,0.0647276874821785,0.0051325919589392,0.1203307670373538,0.0040835349628544,0.0,0.9819002226441206,,0.6785069777648063,3507,3507
safeobj_det,frame_drop,5,4,0.3447572092556513,0.2757668329822263,0.3102620211189388,0.8414599372683205,0.0635871114913031,0.0065583119475335,0.1283147989734816,0.0040835349628544,0.0,0.9804804975197192,,0.703320553916657,3507,3507
safeobj_det,frame_drop,5,5,0.3299855988968431,0.2626133936799576,0.2962994962884003,0.8346164813230682,0.0650128314798973,0.0079840319361277,0.1300256629597947,0.0040835349628544,0.0,0.9789922945785632,,0.7260695418843796,3507,3507
safeobj_det,occlusion,5,all,0.3555453351648059,0.2933876488182331,0.3244664919915195,0.8445965212432278,0.0672939834616481,0.0050185343598517,0.1235814086113487,0.0040732435010743,0.0,0.9831961186618114,,0.6905242793506321,17535,3507
safeobj_det,occlusion,5,1,0.3898271860771296,0.3265489534370957,0.3581880697571127,0.8608497291132021,0.0704305674365554,0.0019960079840319,0.1280296549757627,0.0040732435010743,0.0,0.9858188785682692,,0.6188385475385484,3507,3507
safeobj_det,occlusion,5,2,0.3720602740251998,0.3085602588129707,0.3403102664190853,0.8528656971770744,0.0715711434274308,0.003706871970345,0.1226119190191046,0.0040732435010743,0.0,0.9845283680197382,,0.661460222309391,3507,3507
safeobj_det,occlusion,5,3,0.3546719835567106,0.2918869688567672,0.3232794762067389,0.844311377245509,0.0661534074707727,0.0048474479612204,0.1257485029940119,0.0040732435010743,0.0,0.9832589555099408,,0.7023921701722516,3507,3507
safeobj_det,occlusion,5,4,0.3380678179469852,0.2765307882292224,0.3072993030881037,0.8383233532934131,0.0635871114913031,0.0065583119475335,0.1209010550327915,0.0040732435010743,0.0,0.9819026792154782,,0.7244176403525076,3507,3507
safeobj_det,occlusion,5,5,0.3230994142180044,0.2634112747551098,0.2932553444865571,0.8266324493869404,0.0647276874821785,0.0079840319361277,0.1206159110350727,0.0040732435010743,0.0,0.9804717119956308,,0.7455131430417885,3507,3507
safeobj_full,blur,5,all,0.3461822230916211,0.2717380111068625,0.3089601170992418,0.8643284858853721,0.04009124607927,0.0050185343598517,0.0861134873110921,0.0085862728140119,0.0004011772641649,0.9780876512197064,-0.3297208856277835,0.7359433117434956,17535,3507
safeobj_full,blur,5,1,0.374213284997915,0.2960795012283128,0.3351463931131139,0.8796692329626461,0.0316509837467921,0.0022811519817507,0.0690048474479612,0.0085862728140119,0.0003892967397867,0.97958825813728,-0.3659747562185331,0.681897935957048,3507,3507
safeobj_full,blur,5,2,0.3605903632945461,0.2837461700180448,0.3221682666562954,0.8773880809808954,0.0353578557171371,0.003706871970345,0.0875392072996863,0.0085862728140119,0.0003889614480006,0.978976063232732,-0.3670465700814573,0.7095149976764611,3507,3507
safeobj_full,blur,5,3,0.3457469551484988,0.2711979149914221,0.3084724350699605,0.866837753065298,0.0413458796692329,0.0051325919589392,0.0935272312517821,0.0085862728140119,0.000397691404965,0.9781657852336556,-0.3314597539544697,0.7429219446258393,3507,3507
safeobj_full,blur,5,4,0.3318841431525794,0.2591526100317404,0.2955183765921599,0.8565725691474194,0.0433418876532648,0.0062731679498146,0.0938123752495009,0.0085862728140119,0.00040935953819,0.9772851586783752,-0.3134607447227979,0.7651380272988482,3507,3507
safeobj_full,blur,5,5,0.3184763688645665,0.2485138592647924,0.2834951140646795,0.8411747932706016,0.048759623609923,0.0076988879384088,0.0866837753065297,0.0085862728140119,0.0004205771898822,0.97642299081649,-0.3086268812973363,0.7802439411549205,3507,3507
safeobj_full,clean,5,all,0.3469508640593167,0.2716097480416303,0.3092803060504734,0.8658682634730539,0.0392358140861134,0.0049615055603079,0.0864556601083547,0.008543687958663,0.0003998097931231,0.9779875596398332,-0.3185707322202739,0.7355010426279007,17535,3507
safeobj_full,clean,5,1,0.3743923157598782,0.2951209140772713,0.3347566149185748,0.8825206729398346,0.0313658397490732,0.0022811519817507,0.0681494154548046,0.008543687958663,0.0003862620401525,0.9795487520359574,-0.353984578541688,0.6838544360891787,3507,3507
safeobj_full,clean,5,2,0.361424754619421,0.2836296263032323,0.3225271904613266,0.8779583689763331,0.0339321357285429,0.003706871970345,0.0869689193042486,0.008543687958663,0.0003877998552113,0.9788898813408394,-0.3549145854078816,0.7102842569555148,3507,3507
safeobj_full,clean,5,3,0.3468908344030979,0.2715501593668234,0.3092204968849606,0.8691189050470488,0.0402053036783575,0.0048474479612204,0.0949529512403764,0.008543687958663,0.0003965221875802,0.9780583907506184,-0.3190581346991192,0.7408185525092774,3507,3507
safeobj_full,clean,5,4,0.3327427899739023,0.2593692916825263,0.2960560408282143,0.857428001140576,0.0424864556601083,0.0062731679498146,0.0940975192472198,0.008543687958663,0.0004084729332605,0.9771585699021051,-0.3040224312644113,0.7644411263249693,3507,3507
safeobj_full,clean,5,5,0.3193036255402839,0.2483787487782983,0.2838411871592911,0.8423153692614771,0.0481893356144853,0.0076988879384088,0.088109495295124,0.008543687958663,0.0004199919494109,0.9762822041696452,-0.2994517286111283,0.7781071374312337,3507,3507
safeobj_full,frame_drop,5,all,0.3441239856077081,0.2691334441676953,0.3066287148877017,0.8632449386940405,0.0412888508696891,0.0050185343598517,0.0852010265183917,0.0085522863644162,0.0004002789668293,0.9779988254989556,-0.3147519632337924,0.7394473447669154,17535,3507
safeobj_full,frame_drop,5,1,0.371489232313385,0.2919028732061535,0.3316960527597692,0.8808098089535216,0.0333618477331052,0.0022811519817507,0.0670088394639292,0.0085522863644162,0.000386451490443,0.9795599283572444,-0.3527918101865764,0.6881427555842926,3507,3507
safeobj_full,frame_drop,5,2,0.3583350445581988,0.2806068296599394,0.3194709371090691,0.8745366410037069,0.0350727117194183,0.003706871970345,0.0869689193042486,0.0085522863644162,0.0003881432353242,0.9788961396415858,-0.3505554591712881,0.7168487370575056,3507,3507
safeobj_full,frame_drop,5,3,0.3436994262674656,0.2688300388008132,0.3062647325341394,0.8654120330767038,0.0422013116623895,0.0051325919589392,0.0935272312517821,0.0085522863644162,0.0003977535970254,0.9780676407728368,-0.3114507978434825,0.7448199182655317,3507,3507
safeobj_full,frame_drop,5,4,0.3300844876840091,0.2574049475632623,0.2937447176236357,0.8548617051611064,0.0444824636441402,0.0062731679498146,0.0940975192472198,0.0085522863644162,0.000409113892078,0.9771711359446906,-0.3016645931930658,0.7678753222737994,3507,3507
safeobj_full,frame_drop,5,5,0.317011737215482,0.2469225316083084,0.2819671344118952,0.840604505275164,0.0513259195893926,0.0076988879384088,0.084402623324779,0.0085522863644162,0.0004199326192756,0.9762992827784208,-0.2951514906168828,0.7795499051640372,3507,3507
safeobj_full,occlusion,5,all,0.3375236217107557,0.2694799629751734,0.3035017923429645,0.8512118619903051,0.0436840604505275,0.0050185343598517,0.0897633304818933,0.0086332470913784,0.0003777411792917,0.9794842294148308,-0.3532995698825079,0.742415459855588,17535,3507
safeobj_full,occlusion,5,1,0.3651778981844397,0.2931902463958831,0.3291840722901613,0.8714000570287995,0.0353578557171371,0.0022811519817507,0.0869689193042486,0.0086332470913784,0.0003674892248898,0.9808692039333928,-0.387330842351583,0.6951549663685107,3507,3507
safeobj_full,occlusion,5,2,0.3516470129219604,0.2817480711872135,0.3166975420545869,0.8637011690903906,0.0370687197034502,0.003706871970345,0.0912460792700313,0.0086332470913784,0.0003679595172725,0.9802943837244964,-0.3886782900596673,0.71967272089525,3507,3507
safeobj_full,occlusion,5,3,0.3367343800737235,0.2687993190097919,0.3027668495417577,0.8528656971770744,0.0439121756487025,0.0051325919589392,0.0926717992586256,0.0086332470913784,0.0003739862411187,0.9795631120304862,-0.3517220725885518,0.746600457753148,3507,3507
safeobj_full,occlusion,5,4,0.3233101234376384,0.2567017580480961,0.2900059407428673,0.8414599372683205,0.0476190476190476,0.0062731679498146,0.0898203592814371,0.0086332470913784,0.0003842008170975,0.9787529392020804,-0.3381547064441301,0.7651801116452245,3507,3507
safeobj_full,occlusion,5,5,0.3107486939360167,0.2469604202348822,0.2788545570854494,0.8266324493869404,0.0544625035642999,0.0076988879384088,0.088109495295124,0.0086332470913784,0.00039507009608,0.9779415081836982,-0.3346927806323522,0.7854693289288504,3507,3507
safeobj_no_geom,blur,5,all,0.1484862527750361,0.1069320023450699,0.127709127560053,0.4869118905047049,0.3691474194468206,0.0051325919589392,0.0852580553179355,0.0015005283641986,5.547833000283125e-06,0.9267699274916168,-0.3952293364605081,0.8861083542039532,17535,3507
safeobj_no_geom,blur,5,1,0.1477716333276921,0.1054813433248934,0.1266264883262927,0.4816082121471343,0.3803820929569432,0.0022811519817507,0.084402623324779,0.0015005283641986,5.2725059694998704e-06,0.9269729511058667,-0.4082964929771008,0.8853419397609472,3507,3507
safeobj_no_geom,blur,5,2,0.1485364873341856,0.1067363008325669,0.1276363940833762,0.485885372112917,0.3726832050185343,0.003706871970345,0.0861134873110921,0.0015005283641986,5.241595586449213e-06,0.9276440564913732,-0.3997299738867368,0.8868684808787097,3507,3507
safeobj_no_geom,blur,5,3,0.1487029475491576,0.1074143657993281,0.1280586566742428,0.4887368120901055,0.3669803250641574,0.0051325919589392,0.084402623324779,0.0015005283641986,5.413836342144769e-06,0.9272754739450532,-0.3942893074416423,0.887070195148703,3507,3507
safeobj_no_geom,blur,5,4,0.148760984216163,0.1074916112177742,0.1281262977169686,0.4875962360992301,0.3635585970915312,0.0065583119475335,0.0818363273453093,0.0015005283641986,5.910136855253232e-06,0.9264782958469876,-0.3905610482246613,0.8854176416368541,3507,3507
safeobj_no_geom,blur,5,5,0.1486592114479824,0.107536390550787,0.1280978009993847,0.4907328200741374,0.3621328771029369,0.0079840319361277,0.0895352152837182,0.0015005283641986,5.901090248068541e-06,0.925478860068804,-0.3948593618544684,0.8858438021680518,3507,3507
safeobj_no_geom,clean,5,all,0.1487819545709882,0.1073840231250788,0.1280829888480335,0.4875962360992301,0.3665240946678072,0.0051325919589392,0.0849729113202167,0.0014987712864702,5.622482072837892e-06,0.9262239047051292,-0.3970516473334901,0.8857334353320783,17535,3507
safeobj_no_geom,clean,5,1,0.1480408498833709,0.1059758234239312,0.1270083366536511,0.4824636441402908,0.3783860849729113,0.0022811519817507,0.0841174793270601,0.0014987712864702,5.349740474935534e-06,0.9264049000776764,-0.4102418715516292,0.8856293311274083,3507,3507
safeobj_no_geom,clean,5,2,0.1488135315452363,0.1073337516758037,0.12807364161052,0.4861705161106359,0.369546621043627,0.003706871970345,0.0846877673224978,0.0014987712864702,5.311569000419242e-06,0.9271011831653672,-0.4028597906482276,0.8860404629941201,3507,3507
safeobj_no_geom,clean,5,3,0.1490429828992891,0.107895997128832,0.1284694900140606,0.4887368120901055,0.3644140290846878,0.0051325919589392,0.0861134873110921,0.0014987712864702,5.483453919714501e-06,0.9267380823598208,-0.3964661233962012,0.8865327923461723,3507,3507
safeobj_no_geom,clean,5,4,0.1490618147832806,0.1078835464199083,0.1284726806015945,0.4893071000855432,0.3604220131166239,0.0065583119475335,0.0849729113202167,0.0014987712864702,5.989000635556816e-06,0.9259394450441942,-0.3909538545614588,0.8848786923597776,3507,3507
safeobj_no_geom,clean,5,5,0.1489505937437638,0.1078309969769189,0.1283907953603413,0.4913031080695751,0.3598517251211862,0.0079840319361277,0.0849729113202167,0.0014987712864702,5.9786463335633685e-06,0.9249359128785876,-0.3967563272362924,0.8855859892708915,3507,3507
safeobj_no_geom,frame_drop,5,all,0.1484711256549743,0.1071845700924353,0.1278278478737048,0.4867408041060735,0.3664100370687197,0.0051325919589392,0.0845166809238665,0.0015104394942472,5.624098867463735e-06,0.9263105382938348,-0.3947413960941929,0.885763006510135,17535,3507
safeobj_no_geom,frame_drop,5,1,0.1477531794261457,0.1058595181954043,0.126806348810775,0.482178500142572,0.3781009409751925,0.0022811519817507,0.0852580553179355,0.0015104394942472,5.346052150895407e-06,0.9264944377773536,-0.403445864408023,0.8860039526422989,3507,3507
safeobj_no_geom,frame_drop,5,2,0.1484790590133237,0.107087491161974,0.1277832750876489,0.485885372112917,0.3689763330481893,0.003706871970345,0.0858283433133732,0.0015104394942472,5.303078242522007e-06,0.9271828205897524,-0.4019452480557802,0.886407242087785,3507,3507
safeobj_no_geom,frame_drop,5,3,0.1487068237978678,0.1075658570338308,0.1281363404158493,0.4870259481037924,0.3641288850869689,0.0051325919589392,0.0866837753065297,0.0015104394942472,5.496424584862212e-06,0.9268215397738784,-0.3896405258326541,0.8860459385483836,3507,3507
safeobj_no_geom,frame_drop,5,4,0.1487364588994717,0.1077518601673302,0.128244159533401,0.4890219560878243,0.3618477331052181,0.0065583119475335,0.0798403193612774,0.0015104394942472,6.00304820128268e-06,0.9260275456209892,-0.3906697549904824,0.8849668344575725,3507,3507
safeobj_no_geom,frame_drop,5,5,0.1486801071380627,0.1076581239036369,0.1281691155208499,0.4895922440832621,0.3589962931280296,0.0079840319361277,0.0849729113202167,0.0015104394942472,5.97189115775637e-06,0.9250263477071996,-0.3979747049143096,0.8853913078730964,3507,3507
safeobj_no_geom,occlusion,5,all,0.1383537283252107,0.100014238526593,0.1191839834259018,0.4591958939264328,0.4107784431137724,0.0051325919589392,0.0808098089535215,0.0014100468814345,4.6540213013216175e-06,0.9355951139686928,-0.3550709136146632,0.8919680986881664,17535,3507
safeobj_no_geom,occlusion,5,1,0.1374153066223545,0.0984770654447969,0.1179461860335757,0.4536641003706872,0.4197319646421443,0.0022811519817507,0.0778443113772455,0.0014100468814345,4.498621374510753e-06,0.9357557345531182,-0.4029333788882553,0.8895624553440029,3507,3507
safeobj_no_geom,occlusion,5,2,0.1381578592594997,0.0994947246338698,0.1188262919466847,0.4576561163387511,0.4134587966923296,0.003706871970345,0.0838323353293413,0.0014100468814345,4.4901420266574816e-06,0.9362818838559496,-0.3552508491159445,0.8917994020431852,3507,3507
safeobj_no_geom,occlusion,5,3,0.1385082746937115,0.1001419327339133,0.1193251037138124,0.4599372683205018,0.4120330767037354,0.0051325919589392,0.0778443113772455,0.0014100468814345,4.60844952375125e-06,0.9360033157784816,-0.3295176411245662,0.893231679953365,3507,3507
safeobj_no_geom,occlusion,5,4,0.1387598987590661,0.1006721839916491,0.1197160413753576,0.4613629883090961,0.4054747647562018,0.0065583119475335,0.0769888793840889,0.0014100468814345,4.885575854687004e-06,0.935369446843922,-0.363737035413504,0.8925978359008128,3507,3507
safeobj_no_geom,occlusion,5,5,0.1389273022914217,0.1012852858287357,0.1201062940600787,0.463358996293128,0.4031936127744511,0.0079840319361277,0.0875392072996863,0.0014100468814345,4.787317727001599e-06,0.9345651888119926,-0.3370976007025869,0.8926490496834494,3507,3507
safeobj_no_stress,blur,5,all,0.3572472513024505,0.2839169690128146,0.3205821101576325,0.8619332763045338,0.0602224123182207,0.0050185343598517,0.1141716566866267,0.0081166598952957,0.0003889264184949,0.9807869537351884,-0.3014537838237061,0.7113258649999,17535,3507
safeobj_no_stress,blur,5,1,0.3936782217337484,0.3194003436942923,0.3565392827140204,0.8819503849443969,0.048759623609923,0.0022811519817507,0.0969489592244083,0.0081166598952957,0.000394832903271,0.983320325961438,-0.3262511201453385,0.6457098163632474,3507,3507
safeobj_no_stress,blur,5,2,0.3748612103642634,0.2981962045592143,0.3365287074617389,0.8819503849443969,0.0533219275734245,0.003706871970345,0.1032221271742229,0.0081166598952957,0.0003845082557263,0.9820089153424948,-0.3098889149782544,0.687170028397593,3507,3507
safeobj_no_stress,blur,5,3,0.3559732887617473,0.2812586985087099,0.3186159936352286,0.8654120330767038,0.0590248075278015,0.0048474479612204,0.1157684630738523,0.0081166598952957,0.0003846637125117,0.9807282685213766,-0.30172206807823,0.7183958035029336,3507,3507
safeobj_no_stress,blur,5,4,0.3387323140098042,0.2669887047171418,0.3028605093634731,0.8448816652409467,0.0650128314798973,0.0062731679498146,0.1263187909894496,0.0081166598952957,0.0003874540336983,0.9795138593545352,-0.283680423180037,0.7411334840939329,3507,3507
safeobj_no_stress,blur,5,5,0.3229912216426891,0.2537408935847147,0.2883660576137019,0.8354719133162247,0.074992871400057,0.0079840319361277,0.1285999429712004,0.0081166598952957,0.0003931731872672,0.9783633994960976,-0.3002313094775918,0.7642202119321473,3507,3507
safeobj_no_stress,clean,5,all,0.3565611885430818,0.283661097324109,0.3201111429335955,0.8622754491017964,0.0597091531223267,0.0050185343598517,0.1162817222697462,0.0080993614488367,0.000388558296296,0.9808315947146234,-0.2977346184574984,0.7138226931680461,17535,3507
safeobj_no_stress,clean,5,1,0.392893771421699,0.3191221907737948,0.3560079810977468,0.8822355289421158,0.0479041916167664,0.0022811519817507,0.1006558311947533,0.0080993614488367,0.0003931225436053,0.9833760040758815,-0.3190490156815581,0.6491871860110933,3507,3507
safeobj_no_stress,clean,5,2,0.3742016496906935,0.2982527045448286,0.336227177117761,0.8813800969489592,0.0536070715711434,0.003706871970345,0.1043627031650983,0.0080993614488367,0.0003835502291755,0.9820588971428428,-0.303920030683037,0.6920674591789159,3507,3507
safeobj_no_stress,clean,5,3,0.355319948961456,0.2809687221104482,0.3181443355359521,0.8671228970630168,0.0584545195323638,0.0048474479612204,0.1209010550327915,0.0080993614488367,0.0003840800971802,0.9807740779795944,-0.2985092706168497,0.7192970583300866,3507,3507
safeobj_no_stress,clean,5,4,0.338128041187163,0.26672770159236,0.3024278713897615,0.8451668092386655,0.0647276874821785,0.0062731679498146,0.1285999429712004,0.0080993614488367,0.0003878185147783,0.9795502002571668,-0.2836993309377473,0.7420251816128747,3507,3507
safeobj_no_stress,clean,5,5,0.3222625314543977,0.2532341675991136,0.2877483495267556,0.8354719133162247,0.0738522954091816,0.0079840319361277,0.1268890789848873,0.0080993614488367,0.0003942200967407,0.978398794117632,-0.299403660963676,0.766536877387808,3507,3507
safeobj_no_stress,frame_drop,5,all,0.3532623085972208,0.2808130492250559,0.3170376789111384,0.8594240091246079,0.0617621899059024,0.0049615055603079,0.117308240661534,0.0082168917820919,0.0003886612798543,0.9808217713762832,-0.294319054983421,0.7192877990756921,17535,3507
safeobj_no_stress,frame_drop,5,1,0.3890289022217733,0.3153726334092324,0.3522007678155028,0.8810949529512404,0.0499001996007984,0.0022811519817507,0.0963786712289706,0.0082168917820919,0.0003932039702869,0.983354907158878,-0.3179431247479533,0.6562948626672437,3507,3507
safeobj_no_stress,frame_drop,5,2,0.3707692581809939,0.2947063975807344,0.3327378278808642,0.8802395209580839,0.0547476475620188,0.0034217279726261,0.1112061591103507,0.0082168917820919,0.0003837781667459,0.982041250734816,-0.3019995408717825,0.6977527342632621,3507,3507
safeobj_no_stress,frame_drop,5,3,0.3517504398884168,0.2779709085589886,0.3148606742237027,0.8617051611063588,0.0593099515255203,0.0048474479612204,0.1220416310236669,0.0082168917820919,0.0003835287041039,0.9807691462093656,-0.2947638065362825,0.7241395948651784,3507,3507
safeobj_no_stress,frame_drop,5,4,0.3350898202547377,0.2645289229947073,0.2998093716247225,0.8428856572569148,0.0678642714570858,0.0062731679498146,0.1285999429712004,0.0082168917820919,0.0003887820663933,0.979543605029566,-0.2788001667066208,0.7462957952142883,3507,3507
safeobj_no_stress,frame_drop,5,5,0.3196731224401821,0.2514863835816171,0.2855797530108996,0.831194753350442,0.0769888793840889,0.0079840319361277,0.1283147989734816,0.0082168917820919,0.0003940134917413,0.9783999477487906,-0.2938728322188083,0.771955621201733,3507,3507
safeobj_no_stress,occlusion,5,all,0.3259225511110674,0.2712430673384021,0.2985828092247348,0.8380952380952381,0.0699743370402053,0.0050185343598517,0.115084117479327,0.0076446996376097,0.000319655108,0.9845231757430496,-0.3345819184470054,0.7671864037470223,17535,3507
safeobj_no_stress,occlusion,5,1,0.3579070395400444,0.3012389658952311,0.3295730027176377,0.8708297690333618,0.0578842315369261,0.0022811519817507,0.0906757912745936,0.0076446996376097,0.0003286864325104,0.986475722841432,-0.3659097934882581,0.7167294848362945,3507,3507
safeobj_no_stress,occlusion,5,2,0.3409618622905548,0.2834563708444692,0.312209116567512,0.8591388651268891,0.0613059595095523,0.003706871970345,0.110635871114913,0.0076446996376097,0.0003192060800775,0.9854618307869082,-0.3464394486613337,0.7456556496913866,3507,3507
safeobj_no_stress,occlusion,5,3,0.32415726043737,0.2692109034984984,0.2966840819679342,0.8383233532934131,0.0670088394639292,0.0048474479612204,0.1183347590533219,0.0076446996376097,0.000315202605626,0.9844955647301056,-0.3366765123508163,0.7726335545907783,3507,3507
safeobj_no_stress,occlusion,5,4,0.3094909102915754,0.2564871733506835,0.2829890418211295,0.8186484174508126,0.0741374394069004,0.0062731679498146,0.1260336469917308,0.0076446996376097,0.00031529059182,0.9835438348304046,-0.312633118636421,0.7936379489376567,3507,3507
safeobj_no_stress,occlusion,5,5,0.2970956829957928,0.245821923103128,0.2714588030494604,0.8035357855717137,0.0895352152837182,0.0079840319361277,0.1297405189620758,0.0076446996376097,0.000319889829966,0.9826389255263984,-0.3189513996453518,0.8072753045543294,3507,3507
